Time_ms,Cycle,Ax,Ay,Az,Force_kg
39700,113,-83,129,9290,50.43
39750,113,53,-37,16057,49.32
39800,113,266,126,9636,49.51
39850,113,328,126,-5061,49.57
39900,114,-64,41,-15586,49.88
39950,114,577,-98,-12776,50.16
40000,114,-36,46,-240,49.52
40050,114,4,-68,13042,50.58
40100,114,-31,-62,15128,50.38
40150,114,-267,190,5326,49.87
40200,114,-198,9,-9608,49.62
40250,115,-247,-222,-15843,49.88
40300,115,-440,-65,-9388,49.74
40350,115,-247,-164,4803,50.1
40400,115,824,61,15372,49.83
40450,115,-33,102,12692,49.38
40500,115,300,82,-105,50.15
40550,115,131,-183,-13212,50.47
40600,116,-78,-198,-15537,49.56
40650,116,-259,-6,-4967,50.19
40700,116,-175,-83,9513,50.5
40750,116,-513,-92,15928,49.84
40800,116,-579,-63,9279,50.38
40850,116,57,-13,-5310,50.32
40900,116,182,-213,-15171,50.1
40950,117,-66,-17,-12724,50.13
41000,117,-185,109,260,49.48
41050,117,-160,132,13135,49.73
41100,117,-623,-175,15356,49.09
41150,117,-603,-55,5147,50.64
41200,117,555,10,-9331,49.63
41250,117,-327,15,-15967,50.06
41300,118,-192,89,-9567,50.25
41350,118,-127,-100,4738,49.97
41400,118,-74,112,15268,49.86
41450,118,-508,-43,13297,50.21
41500,118,-203,-130,145,50.35
41550,118,194,-39,-13043,50.27
41600,118,-248,115,-15259,49.83
41650,119,-158,-109,-4686,50.1
41700,119,203,16,9273,49.75
41750,119,112,-130,16006,49.68
41800,119,-223,-106,9758,49.72
41850,119,-355,124,-5391,50.88
41900,119,635,-126,-15184,49.72
41950,119,-22,-107,-12919,49.64
42000,120,139,28,-265,49.83
42050,120,164,-108,12956,49.82
42100,120,441,-59,15270,49.76
42150,120,-115,-151,4933,49.83
42200,120,-170,-45,-9274,49.51
42250,120,-139,84,-16336,49.69
42300,120,-128,-88,-9581,49.71
42350,121,-29,-104,4884,49.97
42400,121,63,8,15347,50.02
42450,121,139,93,13244,49.84
42500,121,-204,-53,54,49.85
42550,121,447,-52,-13075,50.21
42600,121,-83,-104,-15494,50.51
42650,121,-22,-100,-4838,50.28
42700,122,250,-60,9591,49.87
42750,122,38,-29,16092,49.7
42800,122,-188,96,9795,49.7
42850,122,562,0,-4777,50.44
42900,122,-201,28,-15390,49.75
42950,122,459,46,-13287,49.29
43000,122,232,-73,184,50.04
43050,123,133,-192,13259,49.29
43100,123,-34,-87,15192,49.93
43150,123,-346,12,4925,50.1
43200,123,122,33,-9732,50.07
43250,123,-229,-230,-16035,49.82
43300,123,128,-78,-9465,50.09
43350,123,-18,31,4999,49.77
43400,124,43,-185,14997,49.71
43450,124,-131,-134,12784,48.86
43500,124,364,27,-44,49.26
43550,124,-132,-143,-12819,49.88
43600,124,100,-57,-15503,50.15
43650,124,341,-213,-5058,49.73
43700,124,-222,-51,9390,49.98
43750,125,73,86,16061,50.0
43800,125,-521,-9,9531,49.63
43850,125,-142,-38,-4840,49.13
43900,125,247,6,-15282,49.29
43950,125,343,18,-13005,49.87
44000,125,-203,-58,-115,49.62
44050,125,-65,-29,12572,49.41
44100,126,-387,-106,15504,49.95
44150,126,-31,-103,5016,49.3
44200,126,-306,103,-9589,49.89
44250,126,-462,-76,-16111,50.2
44300,126,302,67,-9414,50.1
44350,126,-148,-96,4873,49.84
44400,126,-504,-8,15203,50.23
44450,127,-589,62,12911,49.83
44500,127,45,-163,-227,50.15
44550,127,233,32,-13424,49.33
44600,127,526,-130,-15300,49.75
44650,127,164,-84,-4942,49.4
44700,127,205,16,9295,49.3
44750,127,-295,-57,15830,49.2
44800,128,18,-134,9391,50.75
44850,128,-153,-39,-5088,50.91
44900,128,-2,-139,-15127,49.34
44950,128,-166,-282,-13384,49.63
45000,128,-176,-113,-99,49.69
45050,128,431,-71,13252,49.53
45100,128,-90,-137,15227,50.33
45150,129,-387,-39,5091,50.15
45200,129,-7,-246,-9629,49.66
45250,129,130,-168,-15698,49.7
45300,129,-96,-113,-9431,50.09
45350,129,-51,18,4849,49.87
45400,129,-140,105,15030,50.2
45450,129,482,65,13080,50.59
45500,130,-18,-183,-399,49.82
45550,130,74,-133,-12657,49.92
45600,130,-571,107,-15682,49.4
45650,130,-45,-60,-4994,50.21
45700,130,117,-253,9728,49.86
45750,130,-121,-193,15691,50.29
45800,130,-413,-159,9198,49.89
45850,131,200,81,-5005,50.19
45900,131,-290,-63,-15176,49.96
45950,131,271,41,-12896,49.41
46000,131,-43,-111,179,49.86
46050,131,661,17,13152,50.07
46100,131,-390,-47,15095,49.43
46150,131,-87,9,5240,49.43
46200,132,-310,-58,-9381,49.93
46250,132,37,13,-16098,49.7
46300,132,98,108,-9285,49.68
46350,132,377,-307,4839,48.54
46400,132,-612,17,15307,50.46
46450,132,439,-93,12825,49.45
46500,132,278,-88,401,49.48
46550,133,473,-153,-13048,49.55
46600,133,-84,-44,-15036,49.36
46650,133,-727,-76,-5046,50.08
46700,133,-35,-57,9885,50.36
46750,133,88,-252,16197,50.41
46800,133,-454,-91,9493,49.7
46850,133,-430,-243,-5020,50.55
46900,134,-260,-32,-15407,49.86
46950,134,105,-177,-12973,49.98
47000,134,-16,43,-65,49.61
47050,134,446,-39,12852,49.57
47100,134,-370,-168,15230,49.31
47150,134,617,46,4809,49.33
47200,134,-40,-14,-9233,50.42
47250,135,-348,35,-16293,49.91
47300,135,195,20,-9411,49.38
47350,135,162,-68,4728,50.01
47400,135,135,-210,14895,49.47
47450,135,-360,-96,13358,49.18
47500,135,-305,-125,14,49.89
47550,135,-6,-271,-13064,50.19
47600,136,-218,-150,-15121,49.63
47650,136,100,-111,-4849,50.01
47700,136,350,-211,9777,50.16
47750,136,-367,-24,15815,51.04
47800,136,393,38,9524,49.83
47850,136,303,50,-4954,49.51
47900,136,212,-106,-15130,50.31
47950,137,-136,69,-12925,49.34
48000,137,-128,41,-76,49.51
48050,137,87,106,13014,50.16
48100,137,323,66,15443,49.16
48150,137,-161,11,4814,50.18
48200,137,-451,-174,-9491,49.63
48250,137,-227,-73,-16166,50.0
48300,138,51,-46,-9504,49.98
48350,138,-266,-105,4967,49.76
48400,138,-356,-94,15061,49.13
48450,138,45,-149,13008,50.31
48500,138,-26,-137,339,49.98
48550,138,-282,16,-12957,49.39
48600,138,143,-184,-15626,49.46
48650,139,-177,-34,-4762,50.1
48700,139,479,-87,9359,50.42
48750,139,67,58,16101,49.49
48800,139,196,-36,9526,50.22
48850,139,-324,-34,-5073,50.18
48900,139,-210,84,-15133,50.94
48950,139,119,-122,-13061,49.11
49000,140,-162,-133,-33,49.62
49050,140,-289,-65,12699,49.43
49100,140,-363,105,15162,50.26
49150,140,-280,-126,4988,49.4
49200,140,381,11,-9361,50.01
49250,140,-309,66,-15958,49.92
49300,140,179,-202,-9355,50.07
49350,141,43,2,4996,49.41
49400,141,377,-20,15259,49.9
49450,141,379,-23,13250,50.16
49500,141,321,173,53,50.15
49550,141,475,-36,-13162,49.44
49600,141,281,1,-15435,49.69
49650,141,270,110,-4988,50.66
49700,142,81,-112,9243,49.28
49750,142,-44,-145,15951,49.69
49800,142,37,42,9530,49.35
49850,142,225,-146,-4885,50.07
49900,142,280,9,-15241,49.66
49950,142,74,-170,-13049,49.77
50000,142,278,44,154,50.2
50050,143,67,-197,12635,50.26
50100,143,354,-21,15270,49.48
50150,143,72,-149,5327,49.95
50200,143,33,-209,-9628,49.3
50250,143,-216,-44,-16022,50.03
50300,143,219,-126,-9580,50.06
50350,143,96,-182,5262,50.09
50400,144,-258,-180,15313,49.89
50450,144,245,64,13186,49.7
50500,144,-253,-10,392,49.84
50550,144,9,-158,-12714,49.76
50600,144,-261,37,-15522,49.95
50650,144,-262,74,-4799,49.85
50700,144,-268,-194,9063,49.79
50750,145,109,4,16187,49.27
50800,145,-440,-103,9561,49.56
50850,145,30,-57,-5084,49.79
50900,145,286,-103,-15237,50.04
50950,145,72,-41,-12958,50.12
51000,145,-274,-134,383,48.99
51050,145,523,-116,12751,49.73
51100,146,131,84,15132,49.58
51150,146,396,-26,4816,49.96
51200,146,39,-31,-9469,49.56
51250,146,558,228,-16081,49.85
51300,146,-315,26,-9638,49.92
51350,146,118,-36,4934,49.2
51400,146,238,-102,15666,49.69
51450,147,-154,-95,12977,50.17
51500,147,-21,47,-111,50.33
51550,147,-199,178,-12966,49.97
51600,147,391,-183,-15773,50.18
51650,147,377,-82,-5110,49.3
51700,147,322,-81,9121,49.94
51750,147,146,-46,16152,49.34
51800,148,450,-60,9572,50.37
51850,148,347,-88,-4798,49.9
51900,148,1,-10,-15277,50.61
51950,148,616,51,-13344,49.51
52000,148,187,-103,27,49.48
52050,148,297,-118,12916,50.42
52100,148,142,-103,15610,50.05
52150,149,-128,-94,5116,49.94
52200,149,-198,-186,-9176,50.56
52250,149,-85,-62,-16311,49.34
52300,149,-870,-41,-9425,49.3
52350,149,-863,-38,4728,50.49
52400,149,68,74,15219,50.13
52450,149,-370,-38,13135,50.53
52500,150,-72,-112,-3,49.45
52550,150,-444,-17,-13061,50.46
52600,150,-232,-98,-15291,50.12
52650,150,-210,-77,-5072,49.61
52700,150,-234,32,9506,49.31
52750,150,-409,86,16390,50.0
52800,150,266,41,9580,49.8
52850,151,-27,17,-4880,49.87
52900,151,461,145,-15220,49.49
52950,151,157,50,-12724,50.28
53000,151,-476,-72,-10,50.63
53050,151,-359,-104,12851,49.92
53100,151,511,12,15484,49.36
53150,151,-257,-27,5013,49.29
53200,152,210,-87,-9260,49.52
53250,152,518,-245,-16077,50.05
53300,152,-110,-104,-9208,50.01
53350,152,-160,-157,4788,49.92
53400,152,-180,0,14884,49.78
53450,152,269,102,12934,49.7
53500,152,-525,-139,240,49.55
53550,153,35,31,-12965,50.06
53600,153,-146,-117,-15150,49.77
53650,153,-260,45,-4836,49.1
53700,153,26,-35,9413,50.25
53750,153,433,-111,15798,49.76
53800,153,86,-33,9516,50.06
53850,153,297,-38,-5146,50.21
53900,154,-13,2,-15386,49.86
53950,154,-82,15,-13361,49.38
54000,154,388,85,274,49.73
54050,154,170,-123,13070,50.43
54100,154,-231,-75,15384,48.77
54150,154,-60,-114,5151,48.85
54200,154,-254,-152,-9620,49.38
54250,155,-101,30,-16133,49.28
54300,155,-267,-20,-9547,49.14
54350,155,551,-54,5142,49.82
54400,155,-38,-52,15154,50.06
54450,155,-40,-53,12790,50.7
54500,155,4,-43,70,49.54
54550,155,-279,-92,-12871,49.56
54600,156,-225,7,-15024,50.18
54650,156,33,114,-4763,49.81
54700,156,-98,-130,9264,50.46
54750,156,-502,46,15728,49.81
54800,156,-271,-160,9609,49.98
54850,156,22,-36,-4696,49.77
54900,156,54,-12,-15228,50.31
54950,157,-31,-127,-12704,49.77
55000,157,-141,17,189,50.12
55050,157,-517,-14,12349,50.27
55100,157,97,-65,15642,49.47
55150,157,-192,-42,4897,49.87
55200,157,72,-99,-9768,50.24
55250,157,43,-162,-16243,49.88
55300,158,-499,-13,-9511,49.83
55350,158,-447,-29,4897,48.72
55400,158,-60,-76,15469,49.71
55450,158,-8,87,12926,50.29
55500,158,137,-107,396,50.11
55550,158,-81,0,-12835,50.27
55600,158,9,-67,-15206,49.81
55650,159,-399,-34,-4882,50.52
55700,159,71,-18,9522,49.72
55750,159,420,-57,15780,49.16
55800,159,-159,-223,9565,50.38
55850,159,525,-75,-4869,50.05
55900,159,-182,-30,-15668,49.87
55950,159,425,105,-13195,49.7
56000,160,-128,93,19,49.41
56050,160,-280,77,13140,49.93
56100,160,327,-120,15679,49.72
56150,160,-66,19,5022,50.05
56200,160,-189,-129,-9454,49.83
56250,160,322,-190,-16059,49.87
56300,160,-203,-159,-9141,49.88
56350,161,-379,-53,5131,49.47
56400,161,-91,-92,15192,49.57
56450,161,80,-100,13010,49.69
56500,161,-136,-50,-95,50.03
56550,161,-200,-157,-13185,49.15
56600,161,-273,46,-15454,49.75
56650,161,89,57,-4774,50.67
56700,162,33,-88,9408,49.96
56750,162,-248,-6,15927,48.96
56800,162,-8,-26,9100,49.65
56850,162,717,-141,-4901,50.15
56900,162,-190,-67,-15123,50.36
56950,162,-132,-99,-13046,49.54
57000,162,337,32,-207,49.84
57050,163,-315,-233,13194,49.56
57100,163,-221,-2,15417,49.96
57150,163,-261,-22,5576,50.62
57200,163,-130,30,-8894,49.35
57250,163,-62,-190,-16307,49.87
57300,163,67,-282,-9514,49.58
57350,163,-285,-22,5484,49.81
57400,164,-298,-123,14744,49.67
57450,164,-66,12,13015,50.17
57500,164,200,-192,-32,49.89
57550,164,-642,-134,-12772,49.75
57600,164,-100,-12,-15263,49.9
57650,164,58,126,-4778,49.48
57700,164,424,-135,9572,50.17
57750,165,261,110,15747,49.72
57800,165,337,-128,9218,49.64
57850,165,-107,-73,-4666,49.63
57900,165,-319,95,-15191,50.48
57950,165,147,-107,-12821,49.14
58000,165,518,-42,-222,49.52
58050,165,361,-23,13138,49.58
58100,166,17,-23,15500,50.11
58150,166,-380,-9,4776,49.79
58200,166,-74,42,-9466,49.55
58250,166,-85,-68,-16036,49.95
58300,166,-517,-56,-9412,49.7
58350,166,-323,-97,5053,49.98
58400,166,-365,-163,15202,49.68
58450,167,44,-142,13101,49.84
58500,167,-148,-147,-39,49.99
58550,167,-55,-67,-12880,49.63
58600,167,-679,-257,-14752,49.43
58650,167,532,-3,-4934,49.62
58700,167,28,-250,9646,49.95
58750,167,650,-127,16142,49.93
58800,168,459,-41,9190,50.33
58850,168,203,-45,-4834,50.17
58900,168,-229,-66,-15343,49.57
58950,168,293,65,-12990,49.19
59000,168,-46,-80,30,50.36
59050,168,101,-189,13168,49.99
59100,168,297,-49,15407,50.38
59150,169,-320,-223,5362,49.73
59200,169,-128,-113,-9415,50.63
59250,169,211,-4,-15726,49.03
59300,169,137,53,-9646,50.16
59350,169,224,-44,5094,48.95
59400,169,-137,-18,15279,49.48
59450,169,-155,-106,13178,49.62
59500,170,159,-184,-32,50.3
59550,170,29,-77,-13315,50.44
59600,170,370,118,-15367,49.52
59650,170,-563,116,-5046,49.73
59700,170,31,18,9281,49.4
59750,170,226,-103,16535,50.44
59800,170,241,40,9428,49.57
59850,171,-169,90,-5354,50.08
59900,171,818,-62,-15329,49.62
59950,171,227,-98,-12658,50.4
60000,171,192,4,-171,48.92
60050,171,59,-260,12804,50.3
60100,171,-654,26,15419,49.48
60150,171,-77,116,4688,50.56
60200,172,32,-192,-9384,50.03
60250,172,26,17,-15844,49.77
60300,172,-129,-160,-9638,49.68
60350,172,-68,-149,4971,49.28
60400,172,127,-5,15127,50.11
60450,172,236,-47,13095,50.49
60500,172,503,-67,171,49.26
60550,173,600,-73,-12842,50.66
60600,173,-217,-35,-15302,49.47
60650,173,-27,-152,-4942,49.73
60700,173,-19,-189,9718,49.61
60750,173,83,-173,16037,49.02
60800,173,958,32,9576,49.11
60850,173,-35,-182,-4999,49.43
60900,174,237,-29,-15343,49.26
60950,174,156,-153,-12925,49.55
61000,174,340,-14,129,49.34
61050,174,-458,-7,13320,50.3
61100,174,428,-113,15541,50.35
61150,174,-179,-35,5131,50.1
61200,174,98,50,-9634,49.29
61250,175,446,-153,-15796,49.82
61300,175,246,16,-9565,49.78
61350,175,-396,62,5161,49.51
61400,175,-212,12,15279,48.85
61450,175,-403,-113,12589,49.93
61500,175,204,87,326,50.3
61550,175,38,-162,-12944,49.52
61600,176,136,-5,-15387,49.68
61650,176,-570,-4,-5082,49.6
61700,176,163,-104,9459,49.78
61750,176,-103,-33,15983,49.44
61800,176,-398,-95,9377,49.58
61850,176,161,-37,-5108,49.12
61900,176,270,-172,-15361,49.76
61950,177,83,-70,-13172,50.0
62000,177,-193,-176,62,49.61
62050,177,43,-115,12777,49.63
62100,177,120,-73,15389,49.32
62150,177,-81,-29,5159,49.71
62200,177,-42,-3,-9354,49.37
62250,177,-360,-75,-16255,49.71
62300,178,375,47,-9725,49.64
62350,178,-455,-39,4548,49.01
62400,178,-95,78,15080,50.89
62450,178,280,-57,13252,49.62
62500,178,-420,-72,187,50.17
62550,178,-364,-154,-13023,49.57
62600,178,415,-33,-15318,49.84
62650,179,341,-408,-4714,50.39
62700,179,-396,-107,9559,49.51
62750,179,-104,118,16115,50.09
62800,179,-14,-45,9689,49.65
62850,179,-66,-191,-5145,49.68
62900,179,-132,24,-15295,50.06
62950,179,126,-192,-13423,49.4
63000,180,289,-132,32,49.26
63050,180,-423,29,13331,49.46
63100,180,-40,-140,15172,49.99
63150,180,-212,-219,4946,49.55
63200,180,238,-70,-9588,50.1
63250,180,-403,-192,-15995,50.94
63300,180,-495,-167,-9552,49.46
63350,181,-29,-31,4664,49.83
63400,181,25,54,15439,49.42
63450,181,-47,-8,12988,50.08
63500,181,277,-111,-338,49.97
63550,181,-194,-55,-12995,50.27
63600,181,-512,-80,-15468,50.39
63650,181,309,-267,-4659,50.32
63700,182,-52,-164,9372,49.72
63750,182,696,-49,15870,49.71
63800,182,287,3,9219,49.61
63850,182,-140,-127,-4908,50.28
63900,182,205,-110,-15400,49.51
63950,182,-136,42,-12880,49.93
64000,182,-7,-37,76,49.99
64050,183,75,34,12863,49.47
64100,183,-69,-133,15420,49.72
64150,183,-206,-114,5054,49.82
64200,183,-442,-27,-9431,49.62
64250,183,-168,-27,-16067,49.92
64300,183,239,-187,-9620,49.37
64350,183,194,-199,4862,49.56
64400,184,496,-82,15103,49.58
64450,184,259,-262,13054,49.61
64500,184,-188,-199,43,49.38
64550,184,97,141,-13000,49.53
64600,184,-362,42,-15616,49.16
64650,184,243,-129,-5281,49.46
64700,184,-198,34,9511,50.26
64750,185,-124,-86,16409,50.14
64800,185,77,-140,9691,50.4
64850,185,-297,-75,-5264,49.4
64900,185,-773,-135,-15176,49.34
64950,185,156,-178,-12911,49.54
65000,185,87,-176,-208,49.91
65050,185,612,53,13326,49.87
65100,186,-279,-116,15217,49.4
65150,186,335,168,4852,49.11
65200,186,201,-213,-9428,49.99
65250,186,-69,-91,-15948,49.48
65300,186,350,-136,-9850,50.16
65350,186,218,44,4978,50.04
65400,186,151,87,15489,49.41
65450,187,218,-99,13271,49.6
65500,187,273,-65,-74,50.21
65550,187,304,-63,-13020,49.86
65600,187,-257,37,-15202,50.04
65650,187,121,-140,-4876,50.4
65700,187,43,99,9162,50.33
65750,187,-217,10,16218,49.54
65800,188,-191,-44,9387,49.25
65850,188,93,-103,-4677,49.13
65900,188,76,-26,-15327,50.41
65950,188,-320,-46,-13002,50.45
66000,188,-194,-135,-5,49.98
66050,188,-250,-119,13130,49.13
66100,188,-310,-90,15538,50.01
66150,189,-312,-135,5079,49.65
66200,189,-308,-56,-9590,49.98
66250,189,385,-72,-16166,49.44
66300,189,-456,-37,-9564,49.76
66350,189,856,-84,5231,50.22
66400,189,555,44,15103,49.89
66450,189,-39,-308,13154,50.19
66500,190,77,-137,133,50.31
66550,190,60,-165,-12975,50.16
66600,190,-31,-159,-15341,49.36
66650,190,-19,-28,-5066,50.5
66700,190,-55,-182,9315,50.4
66750,190,47,-26,16197,50.23
66800,190,-175,-112,9448,50.54
66850,191,144,-119,-4861,50.22
66900,191,31,-68,-15203,50.03
66950,191,-143,-86,-12955,50.0
67000,191,-32,99,119,49.12
67050,191,177,-124,13069,49.09
67100,191,158,-78,15381,50.0
67150,191,28,-128,4995,48.54
67200,192,118,102,-9366,49.28
67250,192,5,-104,-15876,49.49
67300,192,-157,102,-9295,50.01
67350,192,-341,52,4732,49.82
67400,192,31,-66,15342,49.59
67450,192,-332,-285,12939,50.2
67500,192,371,-125,-52,49.76
67550,193,516,-152,-13094,50.22
67600,193,356,29,-15189,49.65
67650,193,-2,-217,-4761,49.27
67700,193,-239,75,9401,49.58
67750,193,-264,-222,16342,50.02
67800,193,258,11,9478,49.99
67850,193,23,-34,-4819,49.87
67900,194,-315,-213,-15067,50.6
67950,194,-39,-103,-13124,50.35
68000,194,-357,-233,-82,49.94
68050,194,367,-148,12826,48.85
68100,194,394,-110,15550,49.8
68150,194,-581,40,4904,50.09
68200,194,61,-21,-9647,49.85
68250,195,-52,-24,-16308,49.87
68300,195,-324,-12,-9515,50.11
68350,195,151,49,4860,50.3
68400,195,85,85,15595,50.23
68450,195,93,-31,12872,50.35
68500,195,-602,16,-65,49.53
68550,195,404,-115,-12807,50.14
68600,196,323,-128,-15018,49.74
68650,196,-320,-48,-5025,48.86
68700,196,82,-176,9183,50.19
68750,196,142,-159,16126,50.8
68800,196,-287,62,9280,48.95
68850,196,126,-66,-4814,49.34
68900,196,291,-1,-15437,48.81
68950,197,37,-29,-13325,49.86
69000,197,-213,-255,86,49.61
69050,197,365,16,12900,49.55
69100,197,167,94,15218,49.78
69150,197,345,-6,4852,49.42
69200,197,165,-149,-9242,49.63
69250,197,495,5,-16118,49.91
69300,198,156,-193,-9446,50.0
69350,198,119,-95,5058,49.22
69400,198,161,-42,15110,49.0
69450,198,79,-70,12853,49.55
69500,198,45,-26,-100,49.74
69550,198,-176,-38,-12706,49.55
69600,198,276,17,-15528,49.18
69650,199,106,-154,-5115,49.89
69700,199,-115,-134,8947,50.23
69750,199,371,89,16077,50.32
69800,199,-226,-104,9146,49.98
69850,199,-398,23,-4904,49.96
69900,199,77,-67,-15399,49.39
69950,199,-395,-167,-12811,50.43
70000,200,188,-52,22,50.26
70050,200,235,-122,13194,50.29
70100,200,-72,-118,15007,50.04
70150,200,-602,68,4793,49.49
70200,200,150,51,-9509,49.71
70250,200,56,-145,-16204,50.33
70300,200,272,27,-9470,50.09
70350,201,26,-179,5088,50.11
70400,201,-130,-122,15666,49.93
70450,201,-312,-296,13375,50.05
70500,201,-42,-81,19,49.55
70550,201,-248,-19,-13169,49.6
70600,201,474,-10,-15647,50.03
70650,201,76,-167,-5037,50.02
70700,202,-71,-186,9757,50.43
70750,202,-118,-134,16237,49.68
70800,202,400,39,9299,49.86
70850,202,62,55,-5122,50.06
70900,202,421,126,-15289,48.96
70950,202,313,65,-12985,49.42
71000,202,46,-5,-401,49.06
71050,203,383,92,12975,49.75
71100,203,-347,118,15362,49.56
71150,203,-266,-159,4767,49.24
71200,203,78,-88,-9010,50.31
71250,203,401,-58,-16301,50.09
71300,203,-61,-216,-9613,49.96
71350,203,-555,-155,5159,49.8
71400,204,-27,-59,15269,49.61
71450,204,-504,-23,13034,49.91
71500,204,-532,-31,51,50.28
71550,204,22,72,-13239,49.99
71600,204,152,-71,-15306,50.44
71650,204,288,6,-4704,49.63
71700,204,312,-184,9769,49.58
71750,205,83,-256,16154,50.23
71800,205,-230,26,9673,49.21
71850,205,573,35,-5276,49.26
71900,205,-212,-19,-15287,49.74
71950,205,145,-224,-13125,50.27
72000,205,-9,-88,200,50.51
72050,205,110,-86,12941,50.36
72100,206,-123,-8,15540,49.42
72150,206,-51,-120,4954,49.65
72200,206,258,19,-9493,50.09
72250,206,199,-72,-16220,50.28
72300,206,-142,8,-9619,49.78
72350,206,254,-19,4836,49.66
72400,206,338,54,15354,49.31
72450,207,-109,79,12820,49.58
72500,207,257,-276,-458,50.09
72550,207,-118,-44,-12874,50.57
72600,207,139,-67,-15431,50.06
72650,207,-611,-50,-4677,49.69
72700,207,-212,199,9440,49.24
72750,207,-185,33,16095,49.59
72800,208,561,23,9345,49.59
72850,208,-189,-136,-4499,49.9
72900,208,-185,64,-15093,49.47
72950,208,-240,-26,-13406,49.54
73000,208,109,13,260,50.27
73050,208,11,-85,13096,48.73
73100,208,341,141,15510,49.52
73150,209,565,-87,4823,49.71
73200,209,126,5,-9754,49.58
73250,209,163,0,-16078,50.13
73300,209,255,-36,-9241,50.0
73350,209,-173,-69,5143,49.58
73400,209,-291,11,15761,49.5
73450,209,-11,-46,13219,50.06
73500,210,-229,81,-543,49.71
73550,210,791,-151,-13017,49.46
73600,210,-599,-141,-15385,49.59
73650,210,-74,-268,-4873,49.22
73700,210,-108,39,9672,50.11
73750,210,84,-36,15941,50.02
73800,210,122,175,9272,49.46
73850,211,-316,-80,-4940,49.77
73900,211,-196,-59,-15410,49.71
73950,211,614,-131,-12796,49.56
74000,211,174,-131,86,49.64
74050,211,-491,166,13162,49.56
74100,211,-45,-162,15274,49.91
74150,211,-130,120,4966,50.51
74200,212,130,-88,-9516,50.2
74250,212,89,54,-16169,49.64
74300,212,696,47,-9912,50.58
74350,212,-560,64,4896,49.79
74400,212,-124,-217,15466,49.35
74450,212,-280,30,13143,49.95
74500,212,129,-128,98,50.51
74550,213,20,-53,-13127,49.37
74600,213,171,-152,-14838,49.71
74650,213,-302,2,-5330,49.31
74700,213,176,0,9340,49.67
74750,213,-11,-186,16123,49.93
74800,213,-236,-136,9317,49.05
74850,213,-391,-65,-5078,49.72
74900,214,245,-23,-15435,49.92
74950,214,124,13,-13121,49.94
75000,214,-153,10,213,49.01
75050,214,-509,-69,12959,48.86
75100,214,6,-180,15418,49.86
75150,214,-100,-132,4714,50.31
75200,214,325,19,-9759,49.54
75250,215,-287,-66,-16155,49.81
75300,215,118,-79,-9461,49.42
75350,215,241,142,5100,49.94
75400,215,-364,-74,15091,49.21
75450,215,251,17,12941,49.15
75500,215,303,-107,170,50.44
75550,215,257,-246,-12871,49.64
75600,216,-257,76,-15533,49.23
75650,216,102,139,-4917,50.51
75700,216,111,-17,9591,49.96
75750,216,25,-94,16272,50.32
75800,216,138,-42,9147,49.89
75850,216,140,-36,-5215,49.91
75900,216,-248,-200,-15264,49.78
75950,217,178,151,-13488,49.96
76000,217,488,49,170,49.93
76050,217,-102,-6,12873,50.69
76100,217,20,74,15337,49.14
76150,217,209,-48,5137,50.21
76200,217,303,-126,-9328,49.9
76250,217,79,60,-16143,49.96
76300,218,-273,-112,-9664,49.68
76350,218,-179,22,4950,50.03
76400,218,657,133,15479,49.85
76450,218,334,72,13116,49.92
76500,218,258,-32,-245,49.64
76550,218,-209,-106,-12940,50.03
